user_id,follower_count,influence_score
1871,4596,50
1872,18738,39
1873,5924,34
1874,10790,48
1875,2958,44
1876,7062,36
1877,6527,41
1878,7081,44
1879,5084,31
1880,5825,54
1881,3003,45
1882,3767,41
1883,4056,38
1884,6023,36
1885,14068,14
1886,4308,38
1887,11564,41
1888,4019,38
1889,9677,29
1890,8794,54
1891,11857,47
1892,6541,33
1893,6185,37
1894,16206,46
1895,3798,38
1896,8100,41
1897,8879,41
1898,5569,49
1899,4490,39
1900,19479,29
1901,7527,47
1902,5744,42
1903,5607,51
1904,10274,39
1905,3317,37
1906,3828,37
1907,15532,40
1908,4036,37
1909,4821,30
1910,3401,37
1911,5313,37
1912,3473,35
1913,5046,42
1914,5753,44
1915,2659,39
1916,3521,40
1917,14133,29
1918,10493,38
1919,3078,47
1920,25280,37
1921,10121,25
1922,5160,38
1923,8972,24
1924,3672,37
1925,6420,37
1926,3115,41
1927,5277,48
1928,6726,48
1929,11709,42
1930,9266,29
1931,4311,47
1932,3804,38
1933,9255,40
1934,11887,45
1935,5120,37
1936,13942,42
1937,5781,50
1938,6550,27
1939,3702,37
1940,4227,33
1941,8524,43
1942,3169,33
1943,15750,30
1944,6115,42
1945,3779,38
1946,13782,46
1947,5798,39
1948,10411,38
1949,4294,46
1950,8207,50
1951,7083,40
1952,7365,51
1953,5643,49
1954,3960,45
1955,4496,50
1956,5111,37
1957,4052,37
1958,7949,33
1959,18062,41
1960,7813,35
1961,11042,43
1962,4121,43
1963,5164,50
1964,3089,45
1965,3791,44
1966,4199,47
1967,5071,40
1968,7000,29
1969,3425,35
1970,12296,48
1971,3297,32
1972,5015,46
1973,5981,44
1974,8604,41
1975,4952,41
1976,4522,30
1977,8651,48
1978,4068,57
1979,4583,49
1980,5178,39
1981,13249,32
1982,4328,52
1983,4051,43
1984,2630,60
1985,5152,37
1986,8595,41
1987,5866,44
1988,4179,44
1989,6824,46
1990,3155,43
1991,4850,45
1992,6002,45
1993,12017,28
1994,3162,39
1995,5024,42
1996,4639,46
1997,3193,36
1998,14316,33
1999,8167,36
2000,2710,53
2001,2517,15
2002,5679,40
2003,5301,47
2004,8604,49
2005,5164,35
2006,8512,36
2007,4553,39
2008,8537,42
2009,9698,51
2010,6430,33
2011,5281,44
2012,2889,40
2013,5358,32
2014,15888,37
2015,3712,37
2016,4072,44
2017,7514,36
2018,5343,34
2019,4652,40
2020,3821,43
2021,9392,28
2022,12022,40
2023,9226,35
2024,6936,38
2025,8072,37
2026,11912,34
2027,2305,36
2028,4351,33
2029,9394,34
2030,8003,45
2031,2644,25
2032,3228,33
2033,14259,38
2034,13161,29
2035,7054,57
2036,4567,31
2037,6750,26
2038,4213,35
2039,4325,43
2040,8345,33
2041,5270,52
2042,2458,38
2043,5347,39
2044,9304,29
2045,6518,53
2046,2785,37
2047,4778,47
2048,4873,32
2049,5472,37
2050,1586,35
2051,5031,38
2052,8730,29
2053,11788,52
2054,13964,43
2055,4799,36
2056,10706,43
2057,4408,34
2058,6913,38
2059,10658,37
2060,14061,45
2061,8116,43
2062,12514,44
2063,8058,34
2064,5791,46
2065,6195,35
2066,4045,40
2067,6485,38
2068,4371,38
2069,18321,47
2070,4793,45
2071,7783,46
2072,12082,36
2073,7624,48
2074,2324,35
2075,5131,38
2076,5164,37
2077,4909,49
2078,12014,45
2079,4764,43
2080,7355,45
2081,4552,42
2082,1744,37
2083,18222,33
2084,2833,43
2085,7329,38
2086,2890,45
2087,5342,37
2088,6284,44
2089,10385,35
2090,7964,41
2091,4564,32
2092,17841,45
2093,7418,38
2094,4053,43
2095,8397,30
2096,2667,31
2097,2613,44
2098,10526,38
2099,12941,43
2100,7461,50
2101,5080,52
2102,5879,47
2103,9684,45
2104,3192,45
2105,3013,38
2106,5222,40
2107,3437,45
2108,11174,38
2109,7100,43
2110,3378,32
2111,5339,54
2112,6784,42
2113,4624,38
2114,8102,37
2115,11381,47
2116,8210,35
2117,5747,26
2118,7137,42
2119,6447,34
2120,3641,39
2121,6252,49
2122,4354,42
2123,4434,30
2124,5220,32
2125,11301,33
2126,6387,34
2127,9531,54
2128,11769,47
2129,4760,49
2130,5175,39
2131,11292,40
2132,5411,33
2133,14760,32
2134,15321,53
2135,3626,31
2136,11480,42
2137,5290,29
2138,6592,46
2139,3154,30
2140,9661,46
2141,5775,29
2142,6177,44
2143,3043,36
2144,5369,37
2145,6579,38
2146,6592,40
2147,7215,36
2148,5079,40
2149,4148,36
2150,8386,39
2151,5071,33
2152,2950,30
2153,4426,49
2154,7588,42
2155,7664,45
2156,11333,48
2157,7302,35
2158,9833,39
2159,5080,38
2160,4877,36
2161,5289,34
2162,5927,32
2163,5260,30
2164,5210,40
2165,5447,35
2166,6301,41
2167,2258,34
2168,4718,34
2169,2443,55
2170,15828,33
2171,4141,40
2172,3966,31
2173,9143,41
2174,4336,38
2175,3136,33
2176,4609,58
2177,4037,46
2178,9099,27
2179,9607,49
2180,4668,26
2181,9480,52
2182,2435,45
2183,3903,44
2184,3547,35
2185,5466,37
2186,8167,26
2187,8364,49
2188,5167,48
2189,3783,39
2190,4724,52
2191,5854,31
2192,11194,35
2193,5229,38
2194,10323,32
2195,2618,34
2196,3624,36
2197,9237,56
2198,3930,46
2199,3511,35
2200,14232,44
2201,5497,37
2202,4242,38
2203,9755,31
2204,5668,37
2205,8811,36
2206,8653,49
2207,10918,35
2208,4532,37
2209,9355,39
2210,1806,37
2211,3028,33
2212,8524,53
2213,8470,44
2214,6360,34
2215,3910,38
2216,12287,46
2217,5211,57
2218,5314,38
2219,6956,45
2220,3612,30
2221,4394,41
2222,6892,56
2223,10112,33
2224,3997,44
2225,4296,37
2226,9402,41
2227,9348,44
2228,7939,49
2229,6103,41
2230,2864,42
2231,2058,46
2232,7116,44
2233,7580,36
2234,5037,35
2235,3878,27
2236,4068,40
2237,10949,35
2238,4802,33
2239,4753,55
2240,8287,31
2241,12440,33
2242,3433,34
2243,9719,39
2244,6549,43
2245,10027,45
2246,14417,39
2247,5509,63
2248,6673,42
2249,7011,36
2250,5950,46
2251,2522,47
2252,9320,45
2253,5732,38
2254,10969,39
2255,6189,44
2256,4464,38
2257,7950,28
2258,16273,34
2259,5883,37
2260,14126,34
2261,13664,40
2262,6417,30
2263,8874,37
2264,5963,30
2265,4775,43
2266,4217,40
2267,8736,41
2268,6625,43
2269,6720,39
2270,10627,45
2271,7293,44
2272,11078,35
2273,5777,48
2274,12143,44
2275,11035,33
2276,13983,30
2277,5911,36
2278,3486,43
2279,3043,42
2280,6103,43
2281,9097,34
2282,4385,38
2283,8363,49
2284,4331,32
2285,3593,41
2286,10500,55
2287,5443,33
2288,3062,42
2289,6027,32
2290,3728,50
2291,4776,39
2292,4145,40
2293,6661,40
2294,3140,41
2295,5459,40
2296,14348,31
2297,6888,41
2298,6003,44
2299,6533,47
2300,6743,40
2301,5861,37
2302,6913,44
2303,3672,47
2304,3462,51
2305,4566,36
2306,1918,33
2307,4667,34
2308,10796,35
2309,4809,31
2310,6896,40
2311,3474,41
2312,4053,34
2313,6262,33
2314,2454,28
2315,4159,50
2316,3366,45
2317,4995,39
2318,5663,26
2319,5664,38
2320,3453,39
2321,3117,27
2322,5918,47
2323,2623,41
2324,5412,29
2325,6817,55
2326,9285,34
2327,18483,39
2328,8023,42
2329,5258,41
2330,5685,44
2331,6020,44
2332,1993,44
2333,7226,43
2334,4587,40
2335,3089,48
2336,10072,45
2337,4650,43
2338,5266,52
2339,9244,46
2340,6585,30
2341,5529,41
2342,5632,29
2343,10487,33
2344,3649,44
2345,14271,47
2346,3317,35
2347,5604,40
2348,5124,42
2349,7108,43
2350,10229,51
2351,3144,32
2352,8301,29
2353,6338,42
2354,9218,40
2355,11591,40
2356,6159,41
2357,6891,46
2358,6305,37
2359,8869,48
2360,17186,46
2361,7881,46
2362,6332,41
2363,3770,35
2364,7557,34
2365,11072,35
2366,4327,46
2367,7733,36
2368,4763,39
2369,5975,31
2370,3840,48
2371,7809,33
2372,6867,29
2373,9739,44
2374,3009,33
2375,9373,36
2376,5288,38
2377,6592,30
2378,7619,33
2379,6859,44
2380,10234,36
2381,3828,30
2382,3480,36
2383,7020,33
2384,3352,46
2385,2948,42
2386,6961,31
2387,7697,45
2388,5102,40
2389,17179,37
2390,11927,33
2391,6811,39
2392,7308,45
2393,6098,41
2394,3797,39
2395,4353,35
2396,8732,42
2397,3450,38
2398,16326,36
2399,4385,46
2400,3158,41
2401,5364,39
2402,4762,39
2403,5415,39
2404,3814,42
2405,3050,38
2406,5168,36
2407,6481,41
2408,4643,44
2409,10393,35
2410,2788,48
2411,3672,46
2412,4729,39
2413,6883,41
2414,6850,52
2415,16151,48
2416,4873,45
2417,8397,39
2418,6245,38
2419,9624,36
2420,1919,41
2421,4229,45
2422,3993,39
2423,7190,37
2424,6297,37
2425,1297,28
2426,7727,28
2427,5433,28
2428,5006,36
2429,6662,48
2430,8103,39
2431,4240,41
2432,6119,48
2433,6284,46
2434,8706,54
2435,11307,50
2436,8366,24
2437,4718,41
2438,2641,36
2439,8560,33
2440,7894,40
2441,7261,39
2442,4409,46
2443,4501,40
2444,5254,49
2445,3132,42
2446,2183,36
2447,16037,30
2448,4012,34
2449,9074,26
2450,12832,19
2451,4716,47
2452,3853,42
2453,7833,34
2454,6434,34
2455,6286,41
2456,8199,43
2457,6950,30
2458,2535,39
2459,9754,42
2460,4716,37
2461,8163,32
2462,6183,45
2463,6071,41
2464,7203,49
2465,5868,33
2466,6224,42
2467,13758,47
2468,9608,49
2469,7695,52
2470,3558,41
2471,3806,48
2472,4186,41
2473,5102,44
2474,8964,37
2475,6053,47
2476,11236,35
2477,5709,43
2478,3047,45
2479,5439,31
2480,4623,46
2481,7503,40
2482,6000,46
2483,2547,36
2484,5595,34
2485,4856,34
2486,10682,56
2487,8670,38
2488,4915,40
2489,7927,45
2490,4601,44
2491,4856,45
2492,2782,49
2493,17159,41
2494,3708,38
2495,4592,44
2496,6396,31
2497,7919,43
2498,5158,35
2499,4098,45
2500,4927,55
2501,6460,41
2502,6136,45
2503,8571,51
2504,4263,35
2505,4852,40
2506,8977,39
2507,9514,47
2508,3483,36
2509,17494,35
2510,6588,47
2511,16759,44
2512,4749,39
2513,7953,38
2514,9523,37
2515,6152,47
2516,7048,36
2517,5689,47
2518,7004,49
2519,4179,38
2520,2658,42
2521,2078,42
2522,13238,42
2523,6889,50
2524,5806,36
2525,7084,45
2526,8405,34
2527,7341,34
2528,8624,45
2529,12733,44
2530,3773,37
2531,6747,45
2532,7129,32
2533,7231,49
2534,4051,40
2535,2615,40
2536,4156,41
2537,8400,49
2538,5628,39
2539,5692,55
2540,17159,39
2541,5295,41
2542,2798,57
2543,7414,40
2544,2715,47
2545,3594,45
2546,5241,39
2547,5282,53
2548,7022,48
2549,2808,40
2550,5541,24
2551,13716,34
2552,3842,54
2553,4070,39
2554,9387,30
2555,5515,33
2556,2549,34
2557,3026,41
2558,4690,41
2559,8481,49
2560,7606,52
2561,11052,51
2562,8944,34
2563,8210,47
2564,9071,43
2565,7764,45
2566,12160,44
2567,7055,42
2568,13714,44
2569,4291,37
2570,7588,39
2571,4718,37
2572,4982,34
2573,6545,47
2574,7340,51
2575,10573,30
2576,6828,51
2577,4924,31
2578,11673,48
2579,7068,54
2580,26121,43
2581,4585,37
2582,6739,44
2583,4546,22
2584,8583,47
2585,5524,29
2586,5277,41
2587,4673,32
2588,4594,33
2589,5630,33
2590,10139,52
2591,8011,22
2592,5690,44
2593,7168,51
2594,3573,47
2595,14779,35
2596,2877,40
2597,9448,47
2598,4087,39
2599,7917,42
2600,14527,49
2601,4047,31
2602,5350,52
2603,8625,47
2604,4210,48
2605,2398,38
2606,12244,38
2607,7292,38
2608,6058,44
2609,8775,31
2610,7886,53
2611,7800,31
2612,8020,41
2613,2298,44
2614,7555,38
2615,8137,44
2616,10685,40
2617,5338,37
2618,17292,34
2619,4977,35
2620,3762,40
2621,5899,36
2622,4150,38
2623,7081,35
2624,7230,48
2625,9527,36
2626,4836,51
2627,2538,38
2628,5271,37
2629,2856,41
2630,16205,43
2631,5852,31
2632,9337,33
2633,6501,39
2634,3558,40
2635,3753,35
2636,6575,36
2637,6411,46
2638,4497,38
2639,2633,40
2640,5734,32
2641,5483,38
2642,6962,55
2643,12203,33
2644,2992,40
2645,12942,37
2646,8886,37
2647,4274,34
2648,9538,37
2649,5456,30
2650,1279,52
2651,3537,51
2652,3571,28
2653,6334,46
2654,8270,40
2655,5485,40
2656,2888,51
2657,6633,31
2658,8911,32
2659,2438,43
2660,8277,45
2661,8135,50
2662,11635,33
2663,3003,27
2664,12881,38
2665,7010,41
2666,4778,43
2667,7091,40
2668,10734,30
2669,7340,44
2670,10854,32
2671,7110,42
2672,2865,41
2673,4126,32
2674,7740,39
2675,9751,42
2676,6592,50
2677,8572,50
2678,5347,43
2679,2736,41
2680,11419,38
2681,3082,52
2682,2146,36
2683,3011,35
2684,7641,51
2685,7601,28
2686,4226,24
2687,5056,26
2688,5447,37
2689,5981,39
2690,3978,41
2691,10143,42
2692,2419,44
2693,4890,54
2694,8228,57
2695,7597,38
2696,10974,30
2697,7222,42
2698,7579,38
2699,7787,40
2700,12668,40
2701,3595,39
2702,8632,46
2703,1815,45
2704,5064,42
2705,5092,33
2706,6962,29
2707,7107,34
2708,6057,50
2709,21828,34
2710,3580,36
2711,11504,40
2712,14615,39
2713,5624,41
2714,6263,43
2715,12033,22
2716,10336,44
2717,9723,42
2718,7752,46
2719,11688,40
2720,5411,45
2721,9606,40
2722,7944,49
2723,7578,32
2724,7787,40
2725,7056,48
2726,5571,44
2727,5584,43
2728,6716,32
2729,4749,41
2730,6768,37
2731,8837,43
2732,4073,45
2733,13767,56
2734,14477,40
2735,2350,39
2736,3958,52
2737,4839,45
2738,8629,41
2739,10962,33
2740,11773,40
2741,3953,56
2742,12652,35
2743,11724,26
2744,6663,45
2745,6177,37
2746,13802,50
2747,9167,47
2748,5528,38
2749,7034,43
2750,5939,46
2751,8867,38
2752,8026,31
2753,12811,42
2754,4026,38
2755,10518,33
2756,3247,42
2757,7058,34
2758,10704,40
2759,5757,48
2760,8838,40
2761,7021,38
2762,2907,45
2763,8705,28
2764,11776,36
2765,4172,30
2766,10697,47
2767,14867,36
2768,8575,48
2769,4935,40
2770,6264,40
2771,6307,48
2772,6068,33
2773,10553,42
2774,3012,31
2775,15020,37
2776,4137,34
2777,6594,44
2778,6028,33
2779,2540,31
2780,3483,47
2781,9970,40
2782,6652,46
2783,6240,34
2784,15695,38
2785,4282,34
2786,4347,45
2787,5651,47
2788,4715,31
2789,12351,38
2790,5183,46
2791,3595,34
2792,3459,51
2793,15869,37
2794,3978,40
2795,10187,37
2796,3042,38
2797,6600,55
2798,4752,38
2799,2330,45
2800,5946,60
2801,8439,31
2802,11474,48
2803,2770,45
2804,20002,46
2805,4455,40
2806,3592,33
2807,5685,33
2808,6285,31
2809,9989,45
2810,7575,35
2811,5739,37
2812,5031,49
2813,3430,37
2814,13428,45
2815,8502,30
2816,4122,20
2817,11207,40
2818,5930,48
2819,3508,44
2820,5314,37
2821,4632,35
2822,7583,43
2823,6473,41
2824,2788,49
2825,5437,27
2826,3373,37
2827,10452,31
2828,5581,47
2829,9473,42
2830,2210,51
2831,4672,38
2832,10168,45
2833,5906,37
2834,8230,35
2835,15815,33
2836,13983,52
2837,5333,33
2838,7704,36
2839,8138,43
2840,7647,50
2841,18446,43
2842,4095,53
2843,4325,40
2844,7680,42
2845,7450,40
2846,4112,35
2847,15106,38
2848,5598,41
2849,3995,45
2850,4561,37
2851,6904,26
2852,3070,30
2853,7362,42
2854,3976,39
2855,3088,33
2856,10569,51
2857,8071,42
2858,7746,38
2859,10510,43
2860,6770,33
2861,5449,40
2862,8410,36
2863,10201,35
2864,6982,46
2865,13651,45
2866,13038,35
2867,6412,44
2868,3552,50
2869,5664,38
2870,12015,57
2871,13975,31
2872,4562,39
2873,2607,41
2874,9230,40
2875,12054,34
2876,4548,36
2877,11132,32
2878,12410,39
2879,2924,37
2880,5650,39
2881,4100,43
2882,8243,45
2883,12868,46
2884,4643,49
2885,5478,40
2886,7077,39
2887,5718,43
2888,8640,47
2889,4917,34
2890,5240,41
2891,5975,44
2892,6061,41
2893,6570,38
2894,3119,48
2895,14669,36
2896,4518,38
2897,11686,34
2898,5313,44
2899,6165,35
2900,4904,37
2901,9822,49
2902,7335,35
2903,4818,44
2904,5027,36
2905,9578,48
2906,9250,37
2907,5281,29
2908,2068,36
2909,10042,31
2910,12588,43
2911,9191,52
2912,13837,49
2913,11975,30
2914,3294,39
2915,5377,35
2916,4872,45
2917,10408,47
2918,5681,45
2919,4403,50
2920,1566,44
2921,3977,46
2922,5132,45
2923,6775,39
2924,5759,34
2925,5890,35
2926,3551,31
2927,7930,48
2928,3190,46
2929,4811,50
2930,6851,28
2931,15858,34
2932,4379,47
2933,5838,40
2934,4913,56
2935,5543,49
2936,5228,47
2937,5412,30
2938,5295,38
2939,18810,33
2940,7498,53
2941,6278,39
2942,8582,37
2943,4711,36
2944,3200,41
2945,6269,33
2946,8267,50
2947,4203,41
2948,3686,31
2949,8805,37
2950,2529,44
2951,3909,46
2952,13005,45
2953,2144,50
2954,5033,32
2955,10261,37
2956,1866,35
2957,6757,55
2958,10764,33
2959,14730,37
2960,6058,44
2961,8256,42
2962,6899,43
2963,5045,38
2964,4704,37
2965,3877,49
2966,5971,40
2967,6354,35
2968,6101,40
2969,5335,40
2970,15310,49
2971,2739,37
2972,9917,34
2973,3968,45
2974,10667,27
2975,2577,33
2976,4469,41
2977,2593,52
2978,8873,40
2979,5454,34
2980,4348,33
2981,9947,50
2982,7470,38
2983,6690,41
2984,7487,40
2985,4087,38
2986,5020,46
2987,5180,35
2988,17081,27
2989,3591,48
2990,10182,40
2991,6664,43
2992,12715,38
2993,17000,45
2994,8955,46
2995,3583,49
2996,6403,48
2997,7335,49
2998,6598,45
2999,7432,53
3000,7000,49
3001,6331,38
3002,10953,41
3003,1656,46
3004,6753,30
3005,3105,33
3006,18918,36
3007,3775,34
3008,8099,39
3009,14149,49
3010,7706,45
3011,12949,33
3012,4382,45
3013,6353,44
3014,4871,33
3015,9662,38
3016,6592,39
3017,7526,38
3018,6917,46
3019,6770,34
3020,7760,33
3021,4597,42
3022,5120,42
3023,5603,39
3024,9261,41
3025,6949,36
3026,6233,33
3027,12210,36
3028,4207,33
3029,3701,30
3030,16115,46
3031,5351,49
3032,8067,25
3033,5478,42
3034,2286,50
3035,2426,46
3036,14920,32
3037,3724,41
3038,6519,49
3039,9746,44
3040,6534,28
3041,9132,29
3042,4471,58
3043,8619,44
3044,7394,40
3045,6684,29
3046,6862,39
3047,10563,42
3048,11602,37
3049,3384,25
3050,2291,32
3051,5047,48
3052,2852,35
3053,9194,35
3054,12492,28
3055,11722,43
3056,4413,34
3057,11038,43
3058,7594,46
3059,3915,34
3060,7644,33
3061,8629,35
3062,7319,35
3063,5151,39
3064,6707,34
3065,13967,51
3066,3914,41
3067,10965,38
3068,8431,44
3069,3561,39
3070,6238,47
3071,8248,37
3072,5225,37
3073,3873,24
3074,4288,37
3075,3982,35
3076,5112,43
3077,7187,45
3078,14529,41
3079,10984,48
3080,6342,44
3081,2975,46
3082,7001,44
3083,2548,44
3084,7456,38
3085,5879,37
3086,2974,38
3087,4415,47
3088,16916,48
3089,3307,42
3090,11411,46
3091,3357,46
3092,6953,45
3093,6121,33
3094,5924,29
3095,7342,45
3096,5317,40
3097,4772,31
3098,5770,47
3099,5902,46
3100,5513,42
3101,1319,36
3102,3180,39
3103,7227,33
3104,6252,31
3105,6915,30
3106,13667,31
3107,6870,41
3108,4832,38
3109,3437,43
3110,3067,37
3111,9915,48
3112,5732,44
3113,9152,49
3114,2818,41
3115,3202,41
3116,4774,37
3117,23523,28
3118,4992,45
3119,7680,32
3120,4642,50
3121,3891,23
3122,3997,54
3123,4544,37
3124,3063,46
3125,9260,43
3126,3822,41
3127,4585,48
3128,1969,49
3129,3766,24
3130,5819,52
3131,4051,38
3132,8138,49
3133,4126,41
3134,4251,39
3135,7595,22
3136,7667,54
3137,5955,42
3138,2909,40
3139,6798,43
3140,3128,28
3141,12773,43
3142,3188,38
3143,21159,36
3144,6415,30
3145,5027,45
3146,6703,35
3147,4103,46
3148,12890,38
3149,7729,43
3150,4816,46
3151,6873,33
3152,13724,31
3153,6638,43
3154,5062,42
3155,6861,43
3156,7629,25
3157,9884,35
3158,10276,40
3159,6662,39
3160,10564,59
3161,1794,46
3162,3613,43
3163,10346,38
3164,4433,37
3165,3716,38
3166,4361,53
3167,3842,44
3168,9302,44
3169,3659,35
3170,9527,41
3171,3929,43
3172,6434,41
3173,10544,44
3174,10803,43
3175,12259,36
3176,5014,59
3177,12344,36
3178,3954,36
3179,2729,48
3180,3557,36
3181,4947,42
3182,11826,51
3183,7295,40
3184,8034,36
3185,5856,48
3186,3951,53
3187,2125,37
3188,4733,53
3189,8005,22
3190,3808,41
3191,7596,39
3192,5427,30
3193,11091,58
3194,7330,50
3195,4072,42
3196,4389,34
3197,6217,46
3198,6087,32
3199,6412,28
3200,13892,36
3201,7333,34
3202,3768,40
3203,4494,43
3204,5319,39
3205,18479,41
3206,7392,41
3207,10041,41
3208,3564,45
3209,3382,42
3210,2604,33
3211,5135,53
3212,8294,31
3213,8089,28
3214,9920,46
3215,5188,46
3216,2795,34
3217,7671,39
3218,7615,45
3219,7556,38
3220,4519,31
3221,6248,42
3222,6897,46
3223,8041,40
3224,8112,48
3225,8108,24
3226,7988,42
3227,6150,48
3228,10538,27
3229,3589,37
3230,3028,40
3231,4541,37
3232,6077,46
3233,7431,50
3234,3335,35
3235,6931,42
3236,10089,49
3237,6434,35
3238,3269,50
3239,10667,33
3240,5306,38
3241,12371,36
3242,9528,51
3243,21235,51
3244,2758,36
3245,8470,34
3246,1936,39
3247,6476,34
3248,13912,25
3249,6529,49
3250,5133,46
3251,4819,36
3252,6562,42
3253,5307,30
3254,4079,43
3255,3738,33
3256,3253,41
3257,14666,43
3258,6210,45
3259,4089,49
3260,7675,43
3261,3130,57
3262,8324,49
3263,8511,50
3264,4442,46
3265,5326,35
3266,15951,51
3267,8582,38
3268,5494,43
3269,8031,45
3270,6637,40
3271,3826,46
3272,5150,22
3273,5329,36
3274,4870,44
3275,14224,37
3276,6869,55
3277,4642,44
3278,13070,39
3279,3967,34
3280,6659,41
3281,11165,42
3282,2134,35
3283,8144,33
3284,4013,41
3285,13081,31
3286,4952,43
3287,4368,42
3288,6040,42
3289,9565,58
3290,5175,23
3291,13821,44
3292,9061,26
3293,5924,45
3294,5144,46
3295,3388,35
3296,10135,39
3297,8770,38
3298,2807,45
3299,1386,46
3300,7103,45
3301,2726,42
3302,3306,37
3303,2057,42
3304,15623,42
3305,6029,41
3306,4398,31
3307,9995,44
3308,8701,38
3309,5079,52
3310,9702,41
3311,3284,51
3312,5488,26
3313,2456,44
3314,6566,38
3315,12200,35
3316,10566,40
3317,10125,43
3318,4772,30
3319,3469,46
3320,8402,52
3321,4657,38
3322,4470,54
3323,4518,31
3324,5577,39
3325,8703,36
3326,11351,42
3327,7606,31
3328,4407,43
3329,12043,40
3330,8042,44
3331,2866,44
3332,8250,44
3333,4712,44
3334,7286,38
3335,8812,40
3336,4799,47
3337,6868,36
3338,3433,41
3339,5426,19
3340,10278,22
3341,12303,50
3342,9742,42
3343,6025,41
3344,6917,39
3345,9726,37
3346,4261,40
3347,3912,34
3348,7767,50
3349,8018,37
3350,8547,45
3351,9280,47
3352,9737,43
3353,9000,42
3354,3291,31
3355,5185,50
3356,10172,49
3357,5765,32
3358,4001,41
3359,4219,40
3360,8897,46
3361,4320,41
3362,13318,45
3363,9903,38
3364,5194,36
3365,9975,35
3366,1967,36
3367,9550,43
3368,6317,37
3369,4182,32
3370,4119,28
3371,7285,29
3372,6614,39
3373,7828,39
3374,5741,46
3375,6439,47
3376,8081,40
3377,4922,42
3378,13816,53
3379,4939,42
3380,2347,41
3381,6060,40
3382,10419,50
3383,5074,52
3384,15856,34
3385,4667,41
3386,5992,49
3387,14488,39
3388,3889,38
3389,5701,31
3390,4068,33
3391,4061,34
3392,3523,39
3393,5455,42
3394,6556,40
3395,5082,21
3396,7091,49
3397,10849,30
3398,4238,45
3399,4931,36
3400,17142,47
3401,7966,50
3402,6381,24
3403,6379,44
3404,8799,45
3405,3087,26
3406,4419,28
3407,10989,46
3408,8490,33
3409,2435,40
3410,6957,41
3411,6381,34
3412,3811,46
3413,7675,32
3414,6297,35
3415,6315,40
3416,8769,49
3417,3757,53
3418,14626,36
3419,3238,32
3420,9115,44
3421,5942,42
3422,6830,50
3423,7052,31
3424,2650,28
3425,10543,39
3426,4635,32
3427,2300,43
3428,7391,41
3429,10252,55
3430,7676,40
3431,6008,37
3432,8618,36
3433,10283,45
3434,3915,46
3435,8654,27
3436,5807,27
3437,5817,52
3438,5722,33
3439,9409,40
3440,7619,42
3441,5212,39
3442,7755,41
3443,7277,33
3444,4628,40
3445,3175,45
3446,5378,40
3447,5222,47
3448,3818,42
3449,10302,52
3450,3867,27
3451,7238,43
3452,6787,41
3453,8037,39
3454,10337,49
3455,3949,32
3456,7561,31
3457,6186,35
3458,14544,43
3459,2520,55
3460,8490,38
3461,3809,51
3462,5417,45
3463,5804,40
3464,4503,52
3465,5703,46
3466,3128,45
3467,6847,42
3468,4644,34
3469,4392,43
3470,4955,24
3471,6772,35
3472,6368,31
3473,10854,37
3474,4510,44
3475,11239,34
3476,6223,47
3477,4603,37
3478,12645,30
3479,9796,42
3480,9132,27
3481,5257,48
3482,5538,31
3483,3552,49
3484,9837,27
3485,13684,53
3486,7177,34
3487,4464,40
3488,2201,37
3489,8175,45
3490,3904,39
3491,4799,37
3492,3356,38
3493,6948,53
3494,7959,43
3495,9695,46
3496,5918,28
3497,3972,36
3498,2604,34
3499,2566,46
3500,4725,40
3501,7798,33
3502,8564,39
3503,4206,31
3504,7805,42
3505,12500,41
3506,5336,52
3507,12264,39
3508,4414,39
3509,8279,26
3510,5767,42
3511,4494,43
3512,4617,38
3513,8380,44
3514,3178,35
3515,4776,31
3516,3540,43
3517,8694,49
3518,7225,48
3519,10323,32
3520,3282,40
3521,5096,36
3522,3971,38
3523,6402,52
3524,8504,33
3525,6482,31
3526,3674,48
3527,6469,43
3528,6298,24
3529,5967,41
3530,4324,51
3531,11853,49
3532,5042,41
3533,6105,28
3534,9683,41
3535,5938,23
3536,5734,45
3537,21583,38
3538,2705,64
3539,2342,45
3540,7885,29
3541,3937,46
3542,4325,33
3543,5350,39
3544,3750,33
3545,2964,42
3546,8012,38
3547,3534,34
3548,3798,35
3549,5491,46
3550,4684,33
3551,4164,34
3552,12236,44
3553,5087,50
3554,8636,42
3555,10748,43
3556,7532,40
3557,5694,42
3558,5572,34
3559,4872,40
3560,4053,33
3561,4367,30
3562,16310,39
3563,2870,38
3564,7855,34
3565,1722,43
3566,4898,50
3567,4127,41
3568,6964,38
3569,8834,37
3570,7020,30
3571,6408,57
3572,6745,33
3573,5208,33
3574,8692,47
3575,17350,37
3576,5194,48
3577,4524,36
3578,7375,37
3579,3885,43
3580,5371,46
3581,7879,41
3582,7008,37
3583,5204,49
3584,2977,52
3585,9720,44
3586,7649,46
3587,4038,38
3588,6700,40
3589,4047,45
3590,2898,48
3591,17378,32
3592,3814,40
3593,6673,41
3594,3609,41
3595,5311,37
3596,8345,32
3597,6607,33
3598,9322,29
3599,9749,40
3600,12241,42
3601,3527,43
3602,9713,42
3603,3883,35
3604,3877,57
3605,8588,44
3606,22598,34
3607,17312,43
3608,7375,31
3609,1480,40
3610,3853,31
3611,7443,37
3612,8200,49
3613,10513,42
3614,2086,41
3615,9442,40
3616,5413,38
3617,8534,36
3618,3013,36
